model_name,brand,processor_name,ram(GB),ssd(GB),Hard Disk(GB),storage_size,storage_type,graphics,Operating System,screen_size(inches),resolution (pixels),price,cpu_score,gpu_score,ram_score,storage_score,gaming_score,editing_score,daily_score,all_rounder_score,performance_score,usage_category,budget_category,recommendation_note
Samsung Galaxy Book 3 360 13 NP730QFG-KA3IN Laptop,Samsung,13th Gen Core i7,16,1000,0,1000,SSD,Intel Iris Xe Graphics,Windows,13.3,1920 x 1080,133990,83,42,80,95,65.9,73.8,82.35,74.4,71.9,Editing,High Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat"
Samsung Galaxy Book 3 360 13 NP730QFG-KA2IN Laptop,Samsung,13th Gen Core i7,16,512,0,512,SSD,Intel Iris Xe Graphics,Windows,13.3,1920 x 1080,117990,83,42,80,80,63.65,71.55,77.1,71.4,69.65,Editing,High Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat"
Samsung Galaxy Book 3 Pro 360 NP960QFG-KA2IN Laptop,Samsung,13th Gen Core i5,16,512,0,512,SSD,Intel Iris Xe Graphics,Windows,16.0,2880 x 1800,155990,73,42,80,80,61.15,68.05,74.1,68.4,66.15,Editing,High Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Memiliki storage yang mendukung workflow lebih cepat"
Samsung Galaxy Book 3 Pro NP960XFG-KC2IN Laptop,Samsung,13th Gen Core i7,16,1000,0,1000,SSD,‎Intel Iris Xe Graphics,Windows,16.0,2880 x 1800,165990,83,42,80,95,65.9,73.8,82.35,74.4,71.9,Editing,High Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat"
Samsung Galaxy Book 3 Pro 360 NP960QFG-KA1IN Laptop,Samsung,13th Gen Core i7,16,512,0,512,SSD,Intel Iris Xe Graphics,Windows,16.0,2880 x 1800,163990,83,42,80,80,63.65,71.55,77.1,71.4,69.65,Editing,High Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat"
Samsung Galaxy Book 3 360 NP750QFG-KA1IN Laptop,Samsung,13th Gen Core i7,16,512,0,512,SSD,Intel Iris Xe Graphics,Windows,15.6,1920 x 1080,122990,83,42,80,80,63.65,71.55,77.1,71.4,69.65,Editing,High Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat"
Samsung Galaxy Book 3 Pro 360 NP960QFG-KA3IN Laptop,Samsung,13th Gen Core i7,16,1000,0,1000,SSD,Intel Iris Xe Graphics,Windows,16.0,2880 x 1800,179990,83,42,80,95,65.9,73.8,82.35,74.4,71.9,Editing,High Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat"
Lenovo IdeaPad Gaming 3 82K1017WIN Laptop,Lenovo,11th Gen Core i5,8,512,0,512,SSD,4 GB NVIDIA GeForce GTX 1650,Windows,15.6,1920 x 1080,52900,68,58,55,80,63.35,64.05,67.95,64.65,64.2,Gaming,Low Budget,Cocok untuk gaming karena memiliki GPU yang cukup kuat; Memiliki storage yang mendukung workflow lebih cepat
Acer One 14 Z2-493 Laptop,Acer,AMD Ryzen 3 3250U,8,256,0,256,SSD,AMD Radeon Graphics,Windows,14.0,1366 x 768,25990,32,30,55,65,39.5,42.2,49.1,43.85,40.95,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan"
Dell Inspiron 3525 D560789WIN9S Laptop,Dell,AMD Ryzen 5-5625U,8,512,0,512,SSD,AMD Radeon Radeon Graphics,Windows,15.6,1920 x 1080,49441,66,30,55,80,50.25,56.35,64.55,57.05,55.1,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Acer Aspire 3 A315-59 Laptop,Acer,12th Gen Core i3,8,512,0,512,SSD,Intel Iris Xe Graphics,Windows,15.6,1920 x 1080,39990,54,42,55,80,52.65,55.15,62.15,56.45,54.5,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Lenovo IdeaPad Gaming 3 82K201Y9IN Laptop,Lenovo,AMD Ryzen 5-5600H,8,256,1000,256,SSD,4 GB NVIDIA GeForce GTX 1650,Windows,15.6,1920 x 1080,56990,72,58,55,65,62.1,63.2,63.9,62.85,63.35,Gaming,Mid Budget,Cocok untuk gaming karena memiliki GPU yang cukup kuat
Lenovo IdeaPad Flex 5 82R9008GIN Laptop,Lenovo,AMD Ryzen 5 5500U,16,512,0,512,SSD,AMD Radeon,Windows,14.0,1920 x 1200,61590,62,30,80,80,53.0,61.2,69.6,62.1,58.7,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
HP Pavilion 15s-eq2182AU Laptop,HP,Ryzen 5 5500U,16,512,0,512,SSD,AMD Radeon Graphics,Windows,15.6,1920 x 1080,49123,62,30,80,80,53.0,61.2,69.6,62.1,58.7,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
HP Victus 15-fa0350TX Laptop,HP,12th Gen Core i5,8,512,0,512,SSD,4 GB NVIDIA GeForce RTX 3050,Windows,15.6,1920 x 1080,77990,71,70,55,80,69.5,68.1,70.05,68.55,68.85,Gaming,Mid Budget,Cocok untuk gaming karena memiliki GPU yang cukup kuat; Memiliki storage yang mendukung workflow lebih cepat
Asus TUF Gaming A15 2022 FA577RE-HN055WS Gaming Laptop,Asus,AMD Ryzen 7 6800H,16,512,0,512,SSD,4 GB NVIDIA GeForce RTX 3050 Ti,Windows,15.6,1920 x 1080,96085,82,73,80,80,77.35,78.95,79.9,78.85,78.6,All-Rounder,High Budget,Cocok untuk penggunaan serbaguna karena kuat untuk gaming dan editing sekaligus; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat
HP Victus 16-e0352AX Gaming Laptop,HP,Ryzen 5-5600H,8,512,0,512,SSD,4 GB NVIDIA GeForce RTX 3050,Windows,16.1,1920 x 1080,63990,72,70,55,80,69.75,68.45,70.35,68.85,69.2,Gaming,Mid Budget,Cocok untuk gaming karena memiliki GPU yang cukup kuat; Memiliki storage yang mendukung workflow lebih cepat
Asus TUF Gaming F15 FX506LHB-HN355WS Gaming Laptop,Asus,10th Gen Core i5,8,512,0,512,SSD,4 GB NVIDIA GeForce GTX 1650,Windows,15.6,1920 x 1080,54990,65,58,55,80,62.6,63.0,67.05,63.75,63.15,Gaming,Low Budget,Cocok untuk gaming karena memiliki GPU yang cukup kuat; Memiliki storage yang mendukung workflow lebih cepat
HP Pavilion 15-eg2002TU Laptop,HP,12th Gen Core i5,16,512,0,512,SSD,Intel Iris Xᵉ Graphics,Windows,15.6,1920 x 1080,69990,71,42,80,80,60.65,67.35,73.5,67.8,65.45,Editing,Mid Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Memiliki storage yang mendukung workflow lebih cepat"
Samsung Galaxy Book2 Pro 360 15 Laptop,Samsung,12th Gen Core i7,16,512,0,512,SSD,Intel Iris Xe Graphics,Windows,15.6,1080 x 1920,129990,81,42,80,80,63.15,70.85,76.5,70.8,68.95,Editing,High Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat"
Dell Vostro 3510 Laptop,Dell,11th Gen Core i3,8,256,1000,256,SSD,Intel UHD Graphics,Windows,15.6,1920 x 1080,37990,51,25,55,65,42.0,47.6,54.3,48.3,46.1,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan"
Asus VivoBook K15 OLED KM513UA-L503WS Laptop,Asus,Ryzen 5 5500U,8,256,1000,256,SSD,AMD Radeon AMD,Windows,15.6,1920 x 1080,47990,62,30,55,65,47.0,52.7,58.1,52.85,51.45,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan"
HP 14s-fq1092au Laptop,HP,Ryzen 5 5500U,8,512,0,512,SSD,AMD Radeon AMD,Windows,14.0,1920 x 1080,46058,62,30,55,80,49.25,54.95,63.35,55.85,53.7,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Microsoft Surface Laptop Go 1943 THJ-00023 Laptop,Microsoft,10th Gen Core i5,8,256,0,256,SSD,Intel Integrated UHD,Windows,12.4,1536 x 1024,67000,65,25,55,65,45.5,52.5,58.5,52.5,51.0,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan"
HP 245 G8 689T3PA Laptop,HP,AMD Ryzen 3 3250U,8,512,0,512,SSD,AMD Radeon Graphics,Windows,14.0,1366 x 768,27989,32,30,55,80,41.75,44.45,54.35,46.85,43.2,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Lenovo IdeaPad 3i ‎82RJ005BUS Laptop,Lenovo,12th Gen Core i5,8,256,0,256,SSD,Intel iris Xe Integrated,Windows,14.0,1920 x 1080,49990,71,42,55,65,54.65,58.85,62.0,58.55,58.2,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan"
Apple MacBook Pro 16 inch Laptop,Apple,M2 Max 12-core CPU,32,1000,0,1000,SSD,38-core GPU,Mac,16.2,3456 x 2234,349900,94,35,95,95,67.75,79.65,88.7,79.7,76.65,Editing,High Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat"
Samsung Galaxy Book 2 NP550XED-KA3IN Laptop,Samsung,12th Gen Core i7,16,512,0,512,SSD,Intel Integrated UHD,Windows,15.6,1920 x 1080,72990,81,25,80,80,55.5,66.6,74.8,66.55,63.85,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat"
Asus VivoBook 15 K513EP-BQ1093T Laptop,Asus,11th Gen Core i5,8,512,0,512,SSD,2 GB NVIDIA GeForce MX330,Windows,15.6,1920 x 1080,45990,68,38,55,80,54.35,59.05,65.95,59.65,58.2,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Lenovo IdeaPad Gaming 3 15IHU6 82K101GSIN Laptop,Lenovo,11th Gen Core i5,8,512,0,512,SSD,4 GB NVIDIA GeForce GTX 1650,Windows,15.6,1920 x 1080,54990,68,58,55,80,63.35,64.05,67.95,64.65,64.2,Gaming,Low Budget,Cocok untuk gaming karena memiliki GPU yang cukup kuat; Memiliki storage yang mendukung workflow lebih cepat
Asus VivoBook 14 X415EA-EK701WS Laptop,Asus,11th Gen Core i7,16,512,0,512,SSD,Intel Integrated UHD,Windows,14.0,1920 x 1080,56990,78,25,80,80,54.75,65.55,73.9,65.65,62.8,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat"
Asus VivoBook 14 2022 X1402ZA-EK312WS Laptop,Asus,12th Gen Core i3,8,512,0,512,SSD,Intel Integrated Iris Xe Graphics,Windows,14.0,1920 x 1080,40990,54,42,55,80,52.65,55.15,62.15,56.45,54.5,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
HP 247 G8 600A9PA Laptop,HP,AMD Ryzen 3 5300U,8,512,0,512,SSD,AMD Radeon Graphics,Windows,14.0,1366 x 768,32999,45,30,55,80,45.0,49.0,58.25,50.75,47.75,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Asus Vivobook Pro 16 OLED K6602HC-N1902WS Gaming Laptop,Asus,11th Gen Core i9,16,512,0,512,SSD,4 GB NVIDIA GeForce RTX 3050,Windows,16.0,1200 x 1920,87990,92,70,80,80,78.5,81.7,82.6,81.1,81.2,All-Rounder,High Budget,Cocok untuk penggunaan serbaguna karena kuat untuk gaming dan editing sekaligus; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat
Acer Swift 3 OLED SF314-71 NX.KAVSI.001 Laptop,Acer,12th Gen Core i7,16,1000,0,1000,SSD,Intel Integrated Iris Xe,Windows,14.0,2880 x 1800,115999,81,42,80,95,65.4,73.1,81.75,73.8,71.2,Editing,High Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat"
Dell Latitude 3430 Laptop,Dell,12th Gen Core i5,8,512,0,512,SSD,Intel Iris Xe Graphics,Windows,14.0,1366 x 768,108000,71,42,55,80,56.9,61.1,67.25,61.55,60.45,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
HP Pavilion 15-eg2018TX Laptop,HP,12th Gen Core i5,16,512,0,512,SSD,2 GB NVIDIA GeForce MX550,Windows,15.6,1920 x 1080,75070,71,46,80,80,62.45,68.35,73.9,68.8,66.65,Editing,Mid Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Memiliki storage yang mendukung workflow lebih cepat"
Microsoft Surface Pro 9 QEZ-00065 Laptop,Microsoft,12th Gen Core i5,8,256,0,256,SSD,Intel Iris Xe Graphics,Windows,13.0,2880 x 1920,99999,71,42,55,65,54.65,58.85,62.0,58.55,58.2,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan"
HP 247 G8 ‎6B5R3PA Laptop,HP,AMD Ryzen 3 5300U,8,512,0,512,SSD,AMD Radeon Graphics,DOS,14.0,1366 x 768,30020,45,30,55,80,45.0,49.0,58.25,50.75,47.75,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
HP Omen 16-n0079AX Gaming Laptop,HP,AMD Ryzen 7 6800H,16,512,0,512,SSD,8 GB AMD Radeon RX 6650M,Windows,16.1,1920 x 1080,108290,82,72,80,80,76.9,78.7,79.8,78.6,78.3,All-Rounder,High Budget,Cocok untuk penggunaan serbaguna karena kuat untuk gaming dan editing sekaligus; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat
Asus VivoBook 14 2022 X1402ZA-MW511WS Laptop,Asus,12th Gen Core i5,16,512,0,512,SSD,Intel Integrated Iris Xe,Windows,14.0,1920 x 1080,66990,71,42,80,80,60.65,67.35,73.5,67.8,65.45,Editing,Mid Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Memiliki storage yang mendukung workflow lebih cepat"
HP 14s-dr3001TU Laptop,HP,Pentium Silver N6000,8,256,0,256,SSD,Intel UHD Graphics,Windows,14.0,1366 x 768,30990,30,25,55,65,36.75,40.25,48.0,42.0,38.75,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan"
Asus VivoBook 14 X415JA-EK522WS Laptop,Asus,10th Gen Core i5,8,512,0,512,SSD,Intel UHD,Windows,14.0,1920 x 1080,41990,65,25,55,80,47.75,54.75,63.75,55.5,53.25,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Asus Chromebook Flip C214MA-BU0704 Laptop,Asus,Celeron N4020,4,0,32,32,HDD,Intel Integrated UHD 600,Chrome,11.6,1366 x 768,15990,22,25,30,25,25.0,25.2,25.35,25.35,24.95,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan"
Lenovo IdeaPad Gaming 3 15IAH7 82S900R6IN Laptop,Lenovo,12th Gen Core i5,16,512,0,512,SSD,4 GB NVIDIA GeForce RTX 3050,Windows,15.6,1920 x 1080,80990,71,70,80,80,73.25,74.35,76.3,74.8,73.85,Gaming,Mid Budget,Cocok untuk gaming karena memiliki GPU yang cukup kuat; Memiliki storage yang mendukung workflow lebih cepat
Acer Predator Helios 300 PH315-55 Gaming Laptop,Acer,12th Gen Core i9,16,1000,0,1000,SSD,6 GB NVIDIA GeForce RTX 3060,Windows,15.6,2560 x 1440,158990,95,78,80,95,85.1,87.0,89.55,87.0,86.9,All-Rounder,High Budget,Cocok untuk penggunaan serbaguna karena kuat untuk gaming dan editing sekaligus; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat
Acer Extensa 15 EX215-54 Laptop,Acer,11th Gen Core i3,8,512,0,512,SSD,Intel Integrated UHD,Windows,15.6,1920 x 1080,33990,51,25,55,80,44.25,49.85,59.55,51.3,48.35,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Asus ProArt StudioBook Pro 16 OLED H7600ZM-L701WS Laptop,Asus,12th Gen Core i7,16,1000,0,1000,SSD,6 GB NVIDIA GeForce RTX 3060,Windows,16.0,3840 x 2400,198490,81,78,80,95,81.6,82.1,85.35,82.8,82.0,All-Rounder,High Budget,Cocok untuk penggunaan serbaguna karena kuat untuk gaming dan editing sekaligus; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat
Asus VivoBook 15 X515JA-EJ382WS Laptop,Asus,10th Gen Core i3,8,512,0,512,SSD,Intel Integrated UHD,Windows,15.6,1920 x 1080,33575,48,25,55,80,43.5,48.8,58.65,50.4,47.3,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
MSI Bravo 15 B5DD-410IN Gaming Laptop,MSI,Ryzen 5 5600H,8,512,0,512,SSD,4 GB AMD Radeon RX 5500M,Windows,15.6,1920 x 1080,48890,72,52,55,80,61.65,63.95,68.55,64.35,63.8,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Infinix INBook X1 Neo Laptop,Infinix, Celeron N5100,4,128,0,128,SSD,Intel Integrated UHD,Windows,14.0,1920 x 1080,22990,20,25,30,50,28.25,28.25,33.5,29.75,28.0,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan"
Asus TUF Dash F15 2022 FX517ZC-HN108WS Gaming Laptop,Asus,12th Gen Core i7,16,1000,0,1000,SSD,4 GB NVIDIA GeForce RTX 3050,Windows,15.6,1920 x 1080,95990,81,70,80,95,78.0,80.1,84.55,80.8,79.6,All-Rounder,High Budget,Cocok untuk penggunaan serbaguna karena kuat untuk gaming dan editing sekaligus; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat
Asus VivoBook 15 X515EA-EJ522WS Laptop,Asus,11th Gen Core i5,8,512,0,512,SSD,Intel Integrated Iris Xe,Windows,15.6,1920 x 1080,46990,68,42,55,80,56.15,60.05,66.35,60.65,59.4,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Asus Vivobook 15 2022 X1502ZA-EZ311WS Touch Laptop,Asus,12th Gen Core i3,8,512,0,512,SSD,Intel Iris Xe,Windows,15.6,1920 x 1080,43879,54,42,55,80,52.65,55.15,62.15,56.45,54.5,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
HP 14s-dy2507TU Laptop,HP,11th Gen Core i3,8,256,0,256,SSD,Intel Integrated UHD Graphics,Windows,14.0,1920 x 1080,35490,51,25,55,65,42.0,47.6,54.3,48.3,46.1,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan"
HP Pavilion 15s-fq5112TU Laptop,HP,12th Gen Core i5,16,512,0,512,SSD,Intel Iris Xe Graphics,Windows,15.6,1920 x 1080,62490,71,42,80,80,60.65,67.35,73.5,67.8,65.45,Editing,Mid Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Memiliki storage yang mendukung workflow lebih cepat"
Asus TUF Gaming F15,Asus,2022) FX507ZE-HN038W Gaming Laptop ,16,512,0,512,SSD,4 GB NVIDIA GeForce RTX 3050-Ti,Windows,15.6,1920 x 1080,94990,35,73,80,80,65.6,62.5,65.8,64.75,62.15,Gaming,High Budget,Cocok untuk gaming karena memiliki GPU yang cukup kuat; Memiliki storage yang mendukung workflow lebih cepat
Asus ROG Strix G17 2022 G713IE-HX040W Gaming Laptop,Asus,AMD Ryzen 7 4800H,16,1000,0,1000,SSD,4 GB NVIDIA GeForce RTX 3050 Ti,Windows,17.3,1920 x 1080,87990,72,73,80,95,77.1,77.7,82.15,78.85,77.35,Gaming,High Budget,Cocok untuk gaming karena memiliki GPU yang cukup kuat; Memiliki storage yang mendukung workflow lebih cepat
Infinix INBook X1 Neo XL22 Laptop,Infinix, Celeron N5100,8,256,0,256,SSD,Intel Integrated UHD,Windows,14.0,1920 x 1080,29990,20,25,55,65,34.25,36.75,45.0,39.0,35.25,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan"
Asus TUF Dash F15 2022 FX517ZC-HN083WS Gaming Laptop,Asus,12th Gen Core i5,16,512,0,512,SSD,4 GB NVIDIA GeForce RTX 3050,Windows,15.6,1080 x 1920,77990,71,70,80,80,73.25,74.35,76.3,74.8,73.85,Gaming,Mid Budget,Cocok untuk gaming karena memiliki GPU yang cukup kuat; Memiliki storage yang mendukung workflow lebih cepat
Acer Nitro 5 AN515-56 Gaming Laptop,Acer,11th Gen Core i5,16,512,0,512,SSD,4 GB NVIDIA GeForce GTX 1650,Windows,15.6,1920 x 1080,62990,68,58,80,80,67.1,70.3,74.2,70.9,69.2,Editing,Mid Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Memiliki storage yang mendukung workflow lebih cepat"
Acer Aspire 5 A515-57G Gaming Laptop,Acer,12th Gen Core i5,8,512,0,512,SSD,4 GB NVIDIA GeForce RTX 2050,Windows,15.6,1920 x 1080,59999,71,60,55,80,65.0,65.6,69.05,66.05,65.85,Gaming,Mid Budget,Cocok untuk gaming karena memiliki GPU yang cukup kuat; Memiliki storage yang mendukung workflow lebih cepat
