model_name,brand,processor_name,ram(GB),ssd(GB),Hard Disk(GB),graphics,Operating System,screen_size(inches),resolution (pixels),no_of_cores,no_of_threads,spec_score,price,cpu_score,gpu_score,ram_score,storage_score,gaming_score,editing_score,daily_score,all_rounder_score,performance_score,usage_category,budget_category,recommendation_note,cpu_score_source,gpu_score_source
Samsung Galaxy Book 3 Pro 14 NP940XFG-KC4IN Laptop,Samsung,13th Gen Core i7,16,512,0,‎Intel Iris Xe Graphics,Windows,14.0,2880 x 1800,12,16,72,139990,90.0,28.12,80,75,58.4,69.78,76.06,69.03,67.19,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",fallback,benchmark
Samsung Galaxy Book 3 Pro 14 NP940XFG-KC5IN Laptop,Samsung,13th Gen Core i7,16,1000,0,‎Intel Iris Xe Graphics,Windows,14.0,2880 x 1800,12,16,74,155990,90.0,28.12,80,90,60.65,72.03,81.31,72.03,69.44,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",fallback,benchmark
Samsung Galaxy Book 3 Pro 14 NP940XFG-KC1IN Laptop,Samsung,13th Gen Core i5,16,512,0,‎Intel Iris Xe Graphics,Windows,14.0,2880 x 1800,12,16,71,131990,75.0,28.12,80,75,54.65,64.53,71.56,64.53,61.94,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",fallback,benchmark
Samsung Galaxy Book 3 360 15 NP750QFG-KA2IN Laptop,Samsung,13th Gen Core i5,16,512,0,Intel Iris Xe Graphics,Windows,15.6,1920 x 1080,12,16,71,114990,75.0,28.12,80,75,54.65,64.53,71.56,64.53,61.94,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",fallback,benchmark
Lenovo V15 ‎82C70005UK Laptop,Lenovo,AMD Ryzen 5 5500U,8,512,0,AMD Radeon Graphics,Windows,15.6,1920 x 1080,6,12,60,38490,56.3,73.06,55,75,66.45,62.97,64.2,63.9,63.87,Gaming,Low Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
Samsung Galaxy Book 3 360 13 NP730QFG-KA1IN Laptop,Samsung,13th Gen Core i5,16,512,0,Intel Iris Xe Graphics,Windows,13.3,1920 x 1080,10,12,67,109990,75.0,28.12,80,75,54.65,64.53,71.56,64.53,61.94,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",fallback,benchmark
Samsung Galaxy Book 3 360 13 NP730QFG-KA3IN Laptop,Samsung,13th Gen Core i7,16,1000,0,Intel Iris Xe Graphics,Windows,13.3,1920 x 1080,10,12,69,133990,90.0,28.12,80,90,60.65,72.03,81.31,72.03,69.44,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",fallback,benchmark
Samsung Galaxy Book 3 360 13 NP730QFG-KA2IN Laptop,Samsung,13th Gen Core i7,16,512,0,Intel Iris Xe Graphics,Windows,13.3,1920 x 1080,10,12,67,117990,90.0,28.12,80,75,58.4,69.78,76.06,69.03,67.19,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",fallback,benchmark
Samsung Galaxy Book 3 Pro 360 NP960QFG-KA2IN Laptop,Samsung,13th Gen Core i5,16,512,0,Intel Iris Xe Graphics,Windows,16.0,2880 x 1800,12,16,75,155990,75.0,28.12,80,75,54.65,64.53,71.56,64.53,61.94,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",fallback,benchmark
Samsung Galaxy Book 3 Pro NP960XFG-KC2IN Laptop,Samsung,13th Gen Core i7,16,1000,0,‎Intel Iris Xe Graphics,Windows,16.0,2880 x 1800,12,16,74,165990,90.0,28.12,80,90,60.65,72.03,81.31,72.03,69.44,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",fallback,benchmark
Samsung Galaxy Book 3 Pro 360 NP960QFG-KA1IN Laptop,Samsung,13th Gen Core i7,16,512,0,Intel Iris Xe Graphics,Windows,16.0,2880 x 1800,12,16,81,163990,90.0,28.12,80,75,58.4,69.78,76.06,69.03,67.19,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",fallback,benchmark
Samsung Galaxy Book 3 360 NP750QFG-KA1IN Laptop,Samsung,13th Gen Core i7,16,512,0,Intel Iris Xe Graphics,Windows,15.6,1920 x 1080,12,16,73,122990,90.0,28.12,80,75,58.4,69.78,76.06,69.03,67.19,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",fallback,benchmark
Samsung Galaxy Book 3 Pro 360 NP960QFG-KA3IN Laptop,Samsung,13th Gen Core i7,16,1000,0,Intel Iris Xe Graphics,Windows,16.0,2880 x 1800,12,16,82,179990,90.0,28.12,80,90,60.65,72.03,81.31,72.03,69.44,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",fallback,benchmark
Lenovo IdeaPad Gaming 3 82K1017WIN Laptop,Lenovo,11th Gen Core i5,8,512,0,4 GB NVIDIA GeForce GTX 1650,Windows,15.6,1920 x 1080,4,8,71,52900,71.0,77.12,55,75,71.95,69.13,69.01,69.33,70.24,Gaming,Low Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Memiliki storage yang mendukung workflow lebih cepat,fallback,benchmark
Acer One 14 Z2-493 Laptop,Acer,AMD Ryzen 3 3250U,8,256,0,AMD Radeon Graphics,Windows,14.0,1366 x 768,2,4,53,25990,17.49,73.06,55,60,54.5,47.14,47.3,49.26,48.04,Gaming,Low Budget,Cocok untuk gaming dan kebutuhan grafis tinggi,benchmark,benchmark
Dell Inspiron 3525 D560789WIN9S Laptop,Dell,AMD Ryzen 5-5625U,8,512,0,AMD Radeon Radeon Graphics,Windows,15.6,1920 x 1080,6,12,68,49441,64.35,73.06,55,75,68.46,65.79,66.61,66.32,66.69,Gaming,Low Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
Acer Aspire 3 A315-59 Laptop,Acer,12th Gen Core i3,8,512,0,Intel Iris Xe Graphics,Windows,15.6,1920 x 1080,6,8,54,39990,54.52,28.12,55,75,45.78,51.11,59.17,52.14,49.77,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Lenovo IdeaPad Gaming 3 82K201Y9IN Laptop,Lenovo,AMD Ryzen 5-5600H,8,256,1000,4 GB NVIDIA GeForce GTX 1650,Windows,15.6,1920 x 1080,6,12,73,56990,73.2,77.12,55,65,71.0,68.4,66.17,67.99,69.51,Gaming,Mid Budget,Cocok untuk gaming dan kebutuhan grafis tinggi,benchmark,benchmark
Lenovo IdeaPad Flex 5 82R9008GIN Laptop,Lenovo,AMD Ryzen 5 5500U,16,512,0,AMD Radeon,Windows,14.0,1920 x 1200,6,12,74,61590,56.3,7.39,80,75,40.65,52.8,63.88,53.74,49.17,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
HP Pavilion 15s-eq2182AU Laptop,HP,Ryzen 5 5500U,16,512,0,AMD Radeon Graphics,Windows,15.6,1920 x 1080,6,12,63,49123,56.3,73.06,80,75,70.2,69.22,70.45,70.16,68.87,Gaming,Low Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
HP Victus 15-fa0350TX Laptop,HP,12th Gen Core i5,8,512,0,4 GB NVIDIA GeForce RTX 3050,Windows,15.6,1920 x 1080,8,12,75,77990,99.91,100.0,55,75,89.48,84.97,79.97,83.72,87.22,Gaming,Mid Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
Asus TUF Gaming A15 2022 FA577RE-HN055WS Gaming Laptop,Asus,AMD Ryzen 7 6800H,16,512,0,4 GB NVIDIA GeForce RTX 3050 Ti,Windows,15.6,1920 x 1080,8,16,80,96085,99.56,100.0,80,75,93.14,91.1,86.12,89.87,92.1,Gaming,High Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
HP Victus 16-e0352AX Gaming Laptop,HP,Ryzen 5-5600H,8,512,0,4 GB NVIDIA GeForce RTX 3050,Windows,16.1,1920 x 1080,6,12,72,63990,73.2,100.0,55,75,82.8,75.62,71.96,75.71,77.87,Gaming,Mid Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
Asus TUF Gaming F15 FX506LHB-HN355WS Gaming Laptop,Asus,10th Gen Core i5,8,512,0,4 GB NVIDIA GeForce GTX 1650,Windows,15.6,1920 x 1080,4,8,63,54990,99.91,77.12,55,75,79.18,79.25,77.68,78.0,80.35,Gaming,Low Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
HP Pavilion 15-eg2002TU Laptop,HP,12th Gen Core i5,16,512,0,Intel Iris Xᵉ Graphics,Windows,15.6,1920 x 1080,12,16,65,69990,99.91,14.92,80,75,54.94,69.95,77.72,68.7,66.69,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Samsung Galaxy Book2 Pro 360 15 Laptop,Samsung,12th Gen Core i7,16,512,0,Intel Iris Xe Graphics,Windows,15.6,1080 x 1920,8,16,74,129990,100.0,28.12,80,75,60.9,73.28,79.06,72.03,70.69,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Dell Vostro 3510 Laptop,Dell,11th Gen Core i3,8,256,1000,Intel UHD Graphics,Windows,15.6,1920 x 1080,2,4,56,37990,54.52,16.42,55,65,39.02,46.69,54.5,47.21,44.76,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan",benchmark,benchmark
Asus VivoBook K15 OLED KM513UA-L503WS Laptop,Asus,Ryzen 5 5500U,8,256,1000,AMD Radeon AMD,Windows,15.6,1920 x 1080,6,12,65,47990,56.3,7.39,55,65,35.4,45.05,54.13,45.49,42.67,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan",benchmark,benchmark
HP 14s-fq1092au Laptop,HP,Ryzen 5 5500U,8,512,0,AMD Radeon AMD,Windows,14.0,1920 x 1080,6,12,65,46058,56.3,7.39,55,75,36.9,46.55,57.63,47.49,44.17,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Microsoft Surface Laptop Go 1943 THJ-00023 Laptop,Microsoft,10th Gen Core i5,8,256,0,Intel Integrated UHD,Windows,12.4,1536 x 1024,4,8,55,67000,99.91,16.42,55,60,49.62,61.82,66.36,59.83,59.89,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan",benchmark,benchmark
HP 245 G8 689T3PA Laptop,HP,AMD Ryzen 3 3250U,8,512,0,AMD Radeon Graphics,Windows,14.0,1366 x 768,2,4,59,27989,17.49,73.06,55,75,56.75,49.39,52.55,52.26,50.29,Gaming,Low Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
Lenovo IdeaPad 3i ‎82RJ005BUS Laptop,Lenovo,12th Gen Core i5,8,256,0,Intel iris Xe Integrated,Windows,14.0,1920 x 1080,10,12,62,49990,99.91,28.12,55,60,54.88,64.75,67.54,62.75,63.4,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan",benchmark,benchmark
Apple MacBook Pro 16 inch Laptop,Apple,M2 Max 12-core CPU,32,1000,0,38-core GPU,Mac,16.2,3456 x 2234,12,0,66,349900,85.0,35.0,95,90,64.75,75.75,84.25,76.0,72.75,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",fallback,fallback
Samsung Galaxy Book 2 NP550XED-KA3IN Laptop,Samsung,12th Gen Core i7,16,512,0,Intel Integrated UHD,Windows,15.6,1920 x 1080,10,12,63,72990,100.0,16.42,80,75,55.64,70.36,77.89,69.1,67.18,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Asus VivoBook 15 K513EP-BQ1093T Laptop,Asus,11th Gen Core i5,8,512,0,2 GB NVIDIA GeForce MX330,Windows,15.6,1920 x 1080,4,8,54,45990,71.0,25.83,55,75,48.87,56.31,63.88,56.51,54.85,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",fallback,benchmark
Lenovo IdeaPad Gaming 3 15IHU6 82K101GSIN Laptop,Lenovo,11th Gen Core i5,8,512,0,4 GB NVIDIA GeForce GTX 1650,Windows,15.6,1920 x 1080,4,8,72,54990,71.0,77.12,55,75,71.95,69.13,69.01,69.33,70.24,Gaming,Low Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Memiliki storage yang mendukung workflow lebih cepat,fallback,benchmark
Asus VivoBook 14 X415EA-EK701WS Laptop,Asus,11th Gen Core i7,16,512,0,Intel Integrated UHD,Windows,14.0,1920 x 1080,4,8,69,56990,86.0,16.42,80,75,52.14,65.46,73.69,64.9,62.28,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",fallback,benchmark
Asus VivoBook 14 2022 X1402ZA-EK312WS Laptop,Asus,12th Gen Core i3,8,512,0,Intel Integrated Iris Xe Graphics,Windows,14.0,1920 x 1080,10,12,61,40990,54.52,28.12,55,75,45.78,51.11,59.17,52.14,49.77,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
HP 247 G8 600A9PA Laptop,HP,AMD Ryzen 3 5300U,8,512,0,AMD Radeon Graphics,Windows,14.0,1366 x 768,4,8,61,32999,43.04,73.06,55,75,63.14,58.33,60.22,59.93,59.23,Gaming,Low Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
Asus Vivobook Pro 16 OLED K6602HC-N1902WS Gaming Laptop,Asus,11th Gen Core i9,16,512,0,4 GB NVIDIA GeForce RTX 3050,Windows,16.0,1200 x 1920,8,16,75,87990,100.0,100.0,80,75,93.25,91.25,86.25,90.0,92.25,Gaming,High Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,fallback,benchmark
Acer Swift 3 OLED SF314-71 NX.KAVSI.001 Laptop,Acer,12th Gen Core i7,16,1000,0,Intel Integrated Iris Xe,Windows,14.0,2880 x 1800,14,20,69,115999,100.0,28.12,80,90,63.15,75.53,84.31,75.03,72.94,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Dell Latitude 3430 Laptop,Dell,12th Gen Core i5,8,512,0,Intel Iris Xe Graphics,Windows,14.0,1366 x 768,10,12,59,108000,99.91,28.12,55,75,57.13,67.0,72.78,65.75,65.65,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
HP Pavilion 15-eg2018TX Laptop,HP,12th Gen Core i5,16,512,0,2 GB NVIDIA GeForce MX550,Windows,15.6,1920 x 1080,10,12,56,75070,99.91,50.62,80,75,71.01,78.87,81.28,77.63,77.4,Editing,Mid Budget,"Cocok untuk editing video, desain grafis, dan rendering ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Microsoft Surface Pro 9 QEZ-00065 Laptop,Microsoft,12th Gen Core i5,8,256,0,Intel Iris Xe Graphics,Windows,13.0,2880 x 1920,10,12,51,99999,99.91,28.12,55,60,54.88,64.75,67.54,62.75,63.4,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan",benchmark,benchmark
HP 247 G8 ‎6B5R3PA Laptop,HP,AMD Ryzen 3 5300U,8,512,0,AMD Radeon Graphics,DOS,14.0,1366 x 768,4,8,56,30020,43.04,73.06,55,75,63.14,58.33,60.22,59.93,59.23,Gaming,Low Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
HP Omen 16-n0079AX Gaming Laptop,HP,AMD Ryzen 7 6800H,16,512,0,8 GB AMD Radeon RX 6650M,Windows,16.1,1920 x 1080,8,16,81,108290,99.56,8.32,80,75,51.88,68.18,76.95,66.95,64.59,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Asus VivoBook 14 2022 X1402ZA-MW511WS Laptop,Asus,12th Gen Core i5,16,512,0,Intel Integrated Iris Xe,Windows,14.0,1920 x 1080,12,16,74,66990,99.91,28.12,80,75,60.88,73.25,79.04,72.0,70.65,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
HP 14s-dr3001TU Laptop,HP,Pentium Silver N6000,8,256,0,Intel UHD Graphics,Windows,14.0,1366 x 768,4,4,51,30990,13.24,16.42,55,60,27.95,31.49,40.36,33.83,29.56,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan",benchmark,benchmark
Asus VivoBook 14 X415JA-EK522WS Laptop,Asus,10th Gen Core i5,8,512,0,Intel UHD,Windows,14.0,1920 x 1080,4,8,60,41990,99.91,26.45,55,75,56.38,66.58,72.62,65.34,65.15,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Asus Chromebook Flip C214MA-BU0704 Laptop,Asus,Celeron N4020,4,0,32,Intel Integrated UHD 600,Chrome,11.6,1366 x 768,2,2,0,15990,7.3,16.42,30,30,18.21,18.66,21.83,19.8,17.98,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan",benchmark,benchmark
Lenovo IdeaPad Gaming 3 15IAH7 82S900R6IN Laptop,Lenovo,12th Gen Core i5,16,512,0,4 GB NVIDIA GeForce RTX 3050,Windows,15.6,1920 x 1080,8,12,75,80990,99.91,100.0,80,75,93.23,91.22,86.22,89.97,92.22,Gaming,Mid Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
Acer Predator Helios 300 PH315-55 Gaming Laptop,Acer,12th Gen Core i9,16,1000,0,6 GB NVIDIA GeForce RTX 3060,Windows,15.6,2560 x 1440,14,20,76,158990,100.0,100.0,80,90,95.5,93.5,91.5,93.0,94.5,Gaming,High Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
Acer Extensa 15 EX215-54 Laptop,Acer,11th Gen Core i3,8,512,0,Intel Integrated UHD,Windows,15.6,1920 x 1080,2,4,50,33990,54.52,16.42,55,75,40.52,48.19,58.0,49.21,46.26,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Asus ProArt StudioBook Pro 16 OLED H7600ZM-L701WS Laptop,Asus,12th Gen Core i7,16,1000,0,6 GB NVIDIA GeForce RTX 3060,Windows,16.0,3840 x 2400,14,20,88,198490,100.0,100.0,80,90,95.5,93.5,91.5,93.0,94.5,Gaming,High Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
Asus VivoBook 15 X515JA-EJ382WS Laptop,Asus,10th Gen Core i3,8,512,0,Intel Integrated UHD,Windows,15.6,1920 x 1080,2,4,55,33575,54.52,16.42,55,75,40.52,48.19,58.0,49.21,46.26,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
MSI Bravo 15 B5DD-410IN Gaming Laptop,MSI,Ryzen 5 5600H,8,512,0,4 GB AMD Radeon RX 5500M,Windows,15.6,1920 x 1080,6,12,68,48890,73.2,40.09,55,75,55.84,60.64,65.97,60.73,59.9,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Infinix INBook X1 Neo Laptop,Infinix, Celeron N5100,4,128,0,Intel Integrated UHD,Windows,14.0,1920 x 1080,4,0,47,22990,14.02,16.42,30,50,22.89,24.01,30.85,25.81,23.33,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan",benchmark,benchmark
