processor_name,graphics,ram(GB),storage_size,storage_type,cpu_score,gpu_score,ram_score,storage_score,gaming_score,editing_score,daily_score,all_rounder_score,performance_score,usage_category
Ryzen 7 6800HS,6 GB NVIDIA GeForce RTX 3060,16,1000,SSD,82,78,80,95,81.85,82.45,85.65,83.1,82.35,All-Rounder
 AMD 9 6900HX,16 GB NVIDIA GeForce RTX 3080 Ti,32,2000,SSD,43,92,95,100,81.4,76.8,80.85,79.65,76.65,Gaming
AMD Ryzen 7 6800HS ,AMD Radeon AMD,16,1000,SSD,82,30,80,95,60.25,70.45,80.85,71.1,67.95,Daily Use
AMD Ryzen 9 6900HS,8 GB NVIDIA GeForce RTX 3070Ti,16,1000,SSD,88,84,80,95,86.05,86.05,88.05,86.4,86.25,All-Rounder
12th Gen Core i7,Intel Iris Xe Graphics,16,512,SSD,81,42,80,80,63.15,70.85,76.5,70.8,68.95,Editing
12th Gen Core i5,Intel Iris Xe Graphics,8,512,SSD,71,42,55,80,56.9,61.1,67.25,61.55,60.45,Daily Use
12th Gen Core i5,Intel Iris Xe Graphics,16,512,SSD,71,42,80,80,60.65,67.35,73.5,67.8,65.45,Editing
12th Gen Core i7,Intel Integrated Iris Xe,16,512,SSD,81,42,80,80,63.15,70.85,76.5,70.8,68.95,Editing
12th Gen Core i5,Intel Integrated Iris Xe Graphics,16,512,SSD,71,42,80,80,60.65,67.35,73.5,67.8,65.45,Editing
11th Gen Core i3,Intel Integrated UHD,8,512,SSD,51,25,55,80,44.25,49.85,59.55,51.3,48.35,Daily Use
12th Gen Core i5,Intel Integrated Iris Xe,8,512,SSD,71,42,55,80,56.9,61.1,67.25,61.55,60.45,Daily Use
11th Gen Core i3,Intel Integrated UHD,8,512,SSD,51,25,55,80,44.25,49.85,59.55,51.3,48.35,Daily Use
Ryzen 7 4800H,4 GB NVIDIA GeForce RTX RTX 3050,8,512,SSD,72,70,55,80,69.75,68.45,70.35,68.85,69.2,Gaming
11th Gen Core i7,8 GB NVIDIA GeForce RTX 3070,32,1000,SSD,78,84,95,95,85.8,86.3,88.8,87.15,85.75,All-Rounder
2022) X413EA-EB322WS Laptop ,Intel Integrated UHD,8,512,SSD,35,25,55,80,40.25,44.25,54.75,46.5,42.75,Daily Use
10th Gen Core i5,4 GB Nvidia GTX1650 MaxQ,8,256,SSD,65,55,55,65,59.0,60.0,61.5,60.0,60.0,Daily Use
11th Gen Core i5,Intel Integrated UHD,8,256,SSD,68,25,55,65,46.25,53.55,59.4,53.4,52.05,Daily Use
10th Gen Core i5,Intel UHD Graphics,8,512,SSD,65,25,55,80,47.75,54.75,63.75,55.5,53.25,Daily Use
11th Gen Core i5,4 GB NVIDIA GeForce RTX 3050,8,512,SSD,68,70,55,80,68.75,67.05,69.15,67.65,67.8,Gaming
11th Gen Core i5,Intel Integrated Iris Xe,8,512,SSD,68,42,55,80,56.15,60.05,66.35,60.65,59.4,Daily Use
11th Gen Core i3,Intel UHD Graphics,8,512,SSD,51,25,55,80,44.25,49.85,59.55,51.3,48.35,Daily Use
11th Gen Core i5,Intel Integrated Graphics,8,512,SSD,68,25,55,80,48.5,55.8,64.65,56.4,54.3,Daily Use
Ryzen 5 5600H ,8 GB AMD Radeon RX6600M,16,512,SSD,72,30,80,80,55.5,64.7,72.6,65.1,62.2,Daily Use
Ryzen 5-5600H,4 GB NVIDIA GeForce RTX 3050 Ti,8,512,SSD,72,73,55,80,71.1,69.2,70.65,69.6,70.1,Gaming
Ryzen 5 5500U,AMD Radeon Graphics,16,512,SSD,62,30,80,80,53.0,61.2,69.6,62.1,58.7,Daily Use
10th Gen Core i5,Intel Integrated Intel UHD,16,512,SSD,65,25,80,80,51.5,61.0,70.0,61.75,58.25,Daily Use
11th Gen Core i3,Intel UHD Graphics,8,256,SSD,51,25,55,65,42.0,47.6,54.3,48.3,46.1,Daily Use
12th Gen Core i7 ,4 GB NVIDIA Geforce RTX 3050 Ti,16,512,SSD,81,73,80,80,77.1,78.6,79.6,78.55,78.25,All-Rounder
Ryzen 7 5700U,AMD Radeon Graphics,16,512,SSD,68,30,80,80,54.5,63.3,71.4,63.9,60.8,Daily Use
Ryzen 7 4800H,4 GB NVIDIA GeForce RTX 3050,8,1000,SSD,72,70,55,95,72.0,70.7,75.6,71.85,71.45,Gaming
12th Gen Core i5,Intel Iris Xe,16,512,SSD,71,42,80,80,60.65,67.35,73.5,67.8,65.45,Editing
Ryzen 7 5700U,AMD Radeon,16,512,SSD,68,30,80,80,54.5,63.3,71.4,63.9,60.8,Daily Use
12th Gen Core i5,Intel Iris Xe,8,512,SSD,71,42,55,80,56.9,61.1,67.25,61.55,60.45,Daily Use
Pentium Silver N6000,Intel HD Graphics,4,256,SSD,30,25,30,65,33.0,34.0,41.75,35.75,33.75,Daily Use
11th Gen Core i3,Intel UHD Graphics,8,512,SSD,51,25,55,80,44.25,49.85,59.55,51.3,48.35,Daily Use
12th Gen Core i5,Intel Iris Xe Graphics,16,512,SSD,71,42,80,80,60.65,67.35,73.5,67.8,65.45,Editing
Ryzen 5 5600H,4 GB NVIDIA GeForce GTX 1650,8,512,SSD,72,58,55,80,64.35,65.45,69.15,65.85,65.6,Gaming
11th Gen Core i3,Intel Integrated UHD,8,512,SSD,51,25,55,80,44.25,49.85,59.55,51.3,48.35,Daily Use
12th Gen Core i7,Intel Iris Xe Graphics,16,512,SSD,81,42,80,80,63.15,70.85,76.5,70.8,68.95,Editing
12th Gen Core i5,Intel Iris Xe Graphics,8,512,SSD,71,42,55,80,56.9,61.1,67.25,61.55,60.45,Daily Use
11th Gen Core i5,4 GB NVIDIA GeForce RTX 3050,8,512,SSD,68,70,55,80,68.75,67.05,69.15,67.65,67.8,Gaming
12th Gen Core i7,6 GB NVIDIA GeForce RTX 3060,16,1000,SSD,81,78,80,95,81.6,82.1,85.35,82.8,82.0,All-Rounder
12th Gen Core i5,Intel Iris Xe Graphics,8,512,SSD,71,42,55,80,56.9,61.1,67.25,61.55,60.45,Daily Use
Ryzen 5 5600U,AMD Raedon Graphics,8,512,SSD,64,35,55,80,52.0,56.9,64.45,57.7,55.9,Daily Use
12th Gen Core i7,Intel Iris Xe Graphics,16,512,SSD,81,42,80,80,63.15,70.85,76.5,70.8,68.95,Editing
AMD Ryzen 9 6900HX,4 GB NVIDIA GeForce RTX 3050,16,1000,SSD,90,70,80,95,80.25,83.25,87.25,83.5,82.75,All-Rounder
12th Gen Core i7,Intel Iris Xe Graphics,16,512,SSD,81,42,80,80,63.15,70.85,76.5,70.8,68.95,Editing
Ryzen 7 4800H,4 GB NVIDIA GeForce RTX3050,16,512,SSD,72,70,80,80,73.5,74.7,76.6,75.1,74.2,Gaming
12th Gen Core i7,Intel Iris Xe Graphics,16,1000,SSD,81,42,80,95,65.4,73.1,81.75,73.8,71.2,Editing
Ryzen 7 6800H,6 GB NVIDIA GeForce RTX 3060,16,512,SSD,82,78,80,80,79.6,80.2,80.4,80.1,80.1,All-Rounder
Ryzen 5 6600H,4 GB NVIDIA GeForce RTX 3050,8,512,SSD,74,70,55,80,70.25,69.15,70.95,69.45,69.9,Gaming
12th Gen Core i5,‎Intel Iris Xe Graphics,16,512,SSD,71,42,80,80,60.65,67.35,73.5,67.8,65.45,Editing
12th Gen Core i7,6 GB NVIDIA GeForce RTX 3060,16,1000,SSD,81,78,80,95,81.6,82.1,85.35,82.8,82.0,All-Rounder
12th Gen Core i7,16 GB NVIDIA GeForce RTX RTX 3080 Ti,32,2000,SSD,81,92,95,100,90.9,90.1,92.25,91.05,89.95,All-Rounder
Ryzen 7 6800H,4 GB NVIDIA GeForce RTX 3050 Ti,16,512,SSD,82,73,80,80,77.35,78.95,79.9,78.85,78.6,All-Rounder
Ryzen 5 6600H,4 GB NVIDIA GeForce RTX 3050,16,512,SSD,74,70,80,80,74.0,75.4,77.2,75.7,74.9,Gaming
Ryzen 7 6800H,4 GB NVIDIA GeForce RTX 3050,16,512,SSD,82,70,80,80,76.0,78.2,79.6,78.1,77.7,All-Rounder
11th Gen Core i7,Intel Integrated Graphics,16,512,SSD,78,25,80,80,54.75,65.55,73.9,65.65,62.8,Daily Use
11th Gen Core i7,8 GB NVIDIA GeForce RTX 3070,16,1000,SSD,78,84,80,95,83.55,82.55,85.05,83.4,82.75,All-Rounder
12th Gen Core i7,Intel Iris X Graphics,16,512,SSD,81,42,80,80,63.15,70.85,76.5,70.8,68.95,Editing
12th Gen Core i5,4 GB NVIDIA GeForce RTX 3050 Ti,16,512,SSD,71,73,80,80,74.6,75.1,76.6,75.55,74.75,Gaming
12th Gen Core i5,4 GB NVIDIA GeForce RTX 3050 Ti,16,512,SSD,71,73,80,80,74.6,75.1,76.6,75.55,74.75,Gaming
11th Gen Core i9,4 GB Nvidia RTX A2000,32,1000,SSD,92,35,95,95,67.25,78.95,88.1,79.1,75.95,Editing
AMD Ryzen 9 6900HX,8 GB NVIDIA GeForce RTX 3070 Ti,16,1000,SSD,90,86,80,95,87.45,87.25,88.85,87.5,87.55,All-Rounder
11th Gen Core i5,Intel Iris Xe Graphics,8,256,SSD,68,42,55,65,53.9,57.8,61.1,57.65,57.15,Daily Use
12th Gen Core i3,Intel Iris Xe Graphics,8,512,SSD,54,42,55,80,52.65,55.15,62.15,56.45,54.5,Daily Use
11th Gen Core i3,Intel Integrated UHD,4,256,SSD,51,25,30,65,38.25,41.35,48.05,42.05,41.1,Daily Use
AMD Ryzen 5 6600H,4 GB NVIDIA GeForce RTX 3050,8,512,SSD,74,70,55,80,70.25,69.15,70.95,69.45,69.9,Gaming
AMD Ryzen 7 6800H,4 GB NVIDIA GeForce RTX 3050 Ti,16,512,SSD,82,73,80,80,77.35,78.95,79.9,78.85,78.6,All-Rounder
AMD Ryzen 7 5800H,4 GB NVIDIA GeForce RTX 3050,8,512,SSD,78,70,55,80,71.25,70.55,72.15,70.65,71.3,Gaming
11th Gen Core i5,Intel Iris Xe Graphics,8,128,SSD,68,42,55,50,51.65,55.55,55.85,54.65,54.9,Daily Use
11th Gen Core i3,Intel Integrated Iris Xe,8,256,SSD,51,42,55,65,49.65,51.85,56.0,52.55,51.2,Daily Use
11th Gen Core i5,Intel Integrated Iris Xe,8,512,SSD,68,42,55,80,56.15,60.05,66.35,60.65,59.4,Daily Use
11th Gen Core i3,Intel Integrated Iris Xe,8,512,SSD,51,42,55,80,51.9,54.1,61.25,55.55,53.45,Daily Use
11th Gen Core i3,Intel Integrated UHD,8,256,SSD,51,25,55,65,42.0,47.6,54.3,48.3,46.1,Daily Use
11th Gen Core i5,4 GB NVIDIA GeForce GTX 1650,8,256,SSD,68,58,55,65,61.1,61.8,62.7,61.65,61.95,Gaming
11th Gen Core i5,Intel Integrated Iris Xe,16,512,SSD,68,42,80,80,59.9,66.3,72.6,66.9,64.4,Editing
11th Gen Core i7,4 GB NVIDIA GeForce RTX 3050,16,512,SSD,78,70,80,80,75.0,76.8,78.4,76.9,76.3,All-Rounder
11th Gen Core i3,Intel UHD Graphics,8,512,SSD,51,25,55,80,44.25,49.85,59.55,51.3,48.35,Daily Use
12th Gen Core i5,Intel Iris Xe Graphics,8,512,SSD,71,42,55,80,56.9,61.1,67.25,61.55,60.45,Daily Use
AMD Ryzen7 5825U,AMD Radeon Radeon Graphics,8,512,SSD,35,30,55,80,42.5,45.5,55.25,47.75,44.25,Daily Use
12th Gen Core i7,4 GB NVIDIA GeForce RTX 3050,16,1000,SSD,81,70,80,95,78.0,80.1,84.55,80.8,79.6,All-Rounder
AMD Ryzen 5 5600H,6 GB NVIDIA GeForce RTX 3060,16,512,SSD,72,78,80,80,77.1,76.7,77.4,77.1,76.6,Gaming
12th Gen Core i5,2 GB NVIDIA GeForce MX550,8,512,SSD,71,46,55,80,58.7,62.1,67.65,62.55,61.65,Daily Use
12th Gen Core i7,Intel Iris XE Graphics,16,512,SSD,81,42,80,80,63.15,70.85,76.5,70.8,68.95,Editing
11th Gen Core i3,Intel UHD,8,512,SSD,51,25,55,80,44.25,49.85,59.55,51.3,48.35,Daily Use
AMD Ryzen 7 6800U,AMD Radeon AMD,16,1000,SSD,70,30,80,95,57.25,66.25,77.25,67.5,63.75,Daily Use
AMD Ryzen 5 6600U,AMD Radeon AMD,16,512,SSD,64,30,80,80,53.5,61.9,70.2,62.7,59.4,Daily Use
12th Gen Core i7,4 GB NVIDIA GeForce RTX 3050-Ti,16,512,SSD,81,73,80,80,77.1,78.6,79.6,78.55,78.25,All-Rounder
10th Gen Core i7,4 GB NVIDIA GeForce GTX 1650,8,512,SSD,75,58,55,80,65.1,66.5,70.05,66.75,66.65,Gaming
AMD Ryzen 3 5300U,AMD Radeon,8,256,SSD,45,30,55,65,42.75,46.75,53.0,47.75,45.5,Daily Use
12th Gen Core i5,Intel Integrated Iris Xe,16,512,SSD,71,42,80,80,60.65,67.35,73.5,67.8,65.45,Editing
12th Gen Core i3,Intel Integrated Iris Xe,8,512,SSD,54,42,55,80,52.65,55.15,62.15,56.45,54.5,Daily Use
12th Gen Core i9,4 GB NVIDIA GeForce RTX 3050 Ti,16,1000,SSD,95,73,80,95,82.85,85.75,89.05,85.75,85.4,All-Rounder
12th Gen Core i9,4 GB NVIDIA GeForce RTX 3050 Ti,16,1000,SSD,95,73,80,95,82.85,85.75,89.05,85.75,85.4,All-Rounder
12th Gen Core i7,4 GB NVIDIA GeForce RTX 3050,16,512,SSD,81,70,80,80,75.75,77.85,79.3,77.8,77.35,All-Rounder
12th Gen Core i5,Intel Iris X Graphics,16,512,SSD,71,42,80,80,60.65,67.35,73.5,67.8,65.45,Editing
12th Gen Core i7,8 GB NVIDIA GeForce RTX 3070,16,1000,SSD,81,84,80,95,84.3,83.6,85.95,84.3,83.8,All-Rounder
12th Gen Core i9,4 GB NVIDIA GeForce RTX 3050 Ti,16,1000,SSD,95,73,80,95,82.85,85.75,89.05,85.75,85.4,All-Rounder
12th Gen Core i7,4 GB NVIDIA GeForce RTX 3050,16,512,SSD,81,70,80,80,75.75,77.85,79.3,77.8,77.35,All-Rounder
11th Gen Core i5,Intel Integrated,8,512,SSD,68,25,55,80,48.5,55.8,64.65,56.4,54.3,Daily Use
11th Gen Core i7,6 GB Nvidia GeForce RTX 3060,16,1000,SSD,78,78,80,95,80.85,81.05,84.45,81.9,80.95,All-Rounder
10th Gen Core i5,Intel Integrated UHD Graphics,8,512,SSD,65,25,55,80,47.75,54.75,63.75,55.5,53.25,Daily Use
12th Gen Core i7,6 GB NVIDIA GeForce RTX 3060,16,1000,SSD,81,78,80,95,81.6,82.1,85.35,82.8,82.0,All-Rounder
AMD Ryzen 5 5500U,AMD Radeon,8,512,SSD,62,30,55,80,49.25,54.95,63.35,55.85,53.7,Daily Use
11th Gen Core i3,Intel UHD,4,256,SSD,51,25,30,65,38.25,41.35,48.05,42.05,41.1,Daily Use
10th Gen Core i5,4 GB NVIDIA GeForce RTX 3050,8,512,SSD,65,70,55,80,68.0,66.0,68.25,66.75,66.75,Gaming
Ryzen 9 5900HX,12 GB AMD Radeon RX 6800M,16,1000,SSD,84,82,80,95,84.15,84.15,86.65,84.7,84.25,All-Rounder
12th Gen Core i7,6 GB NVIDIA GeForce RTX 3060,16,1000,SSD,81,78,80,95,81.6,82.1,85.35,82.8,82.0,All-Rounder
10th Gen Core i3,Intel Integrated UHD Graphics,8,256,SSD,48,25,55,65,41.25,46.55,53.4,47.4,45.05,Daily Use
10th Gen Core i7,Intel Integrated UHD,16,512,SSD,75,25,80,80,54.0,64.5,73.0,64.75,61.75,Daily Use
11th Gen Core i7,6 GB NVIDIA GeForce RTX 3060,16,1000,SSD,78,78,80,95,80.85,81.05,84.45,81.9,80.95,All-Rounder
12th Gen Core i7 ,4 GB NVIDIA Geforce RTX 3050 Ti,32,1000,SSD,81,73,95,95,81.6,84.6,88.6,85.3,83.5,All-Rounder
Athlon 3050U,AMD Radeon Graphics,8,256,SSD,25,30,55,65,37.75,39.75,47.0,41.75,38.5,Daily Use
11th Gen Core i3,Intel UHD Graphics,8,256,SSD,51,25,55,65,42.0,47.6,54.3,48.3,46.1,Daily Use
12th Gen Core i7,8 GB NVIDIA GeForce RTX 3070Ti,16,1000,SSD,81,84,80,95,84.3,83.6,85.95,84.3,83.8,All-Rounder
Ryzen 3 3250U,AMD Radeon AMD Radeon,8,256,SSD,32,30,55,65,39.5,42.2,49.1,43.85,40.95,Daily Use
Ryzen 3 3250U,AMD Radeon Graphics,8,256,SSD,32,30,55,65,39.5,42.2,49.1,43.85,40.95,Daily Use
Ryzen 7 6800H,6 GB NVIDIA GeForce RTX 3060,16,1000,SSD,82,78,80,95,81.85,82.45,85.65,83.1,82.35,All-Rounder
12th Gen Core i7,4 GB NVIDIA GeForce RTX 3050,16,1000,SSD,81,70,80,95,78.0,80.1,84.55,80.8,79.6,All-Rounder
Ryzen 7 6800H,4 GB NVIDIA GeForce RTX 3050,16,512,SSD,82,70,80,80,76.0,78.2,79.6,78.1,77.7,All-Rounder
11th Gen Core i3,Intel UHD Graphics,8,512,SSD,51,25,55,80,44.25,49.85,59.55,51.3,48.35,Daily Use
11th Gen Core i3,Intel Integrated UHD Graphics,8,512,SSD,51,25,55,80,44.25,49.85,59.55,51.3,48.35,Daily Use
11th Gen Core i5,Intel Integrated Iris Xe,8,512,SSD,68,42,55,80,56.15,60.05,66.35,60.65,59.4,Daily Use
12th Gen Core i5,4 GB NVIDIA GeForce RTX 3050,16,512,SSD,71,70,80,80,73.25,74.35,76.3,74.8,73.85,Gaming
AMD Ryzen 5 5500U,AMD Radeon,16,512,SSD,62,30,80,80,53.0,61.2,69.6,62.1,58.7,Daily Use
Ryzen 7 4800H,4 GB NVIDIA GeForce RTX 3050,16,512,SSD,72,70,80,80,73.5,74.7,76.6,75.1,74.2,Gaming
11th Gen Core i7,4 GB NVIDIA Geforce RTX 3050,8,512,SSD,78,70,55,80,71.25,70.55,72.15,70.65,71.3,Gaming
12th Gen Core i5,4 GB NVIDIA GeForce RTX RTX3050,16,1000,SSD,71,70,80,95,75.5,76.6,81.55,77.8,76.1,Gaming
11th Gen Core i5,4 GB NVIDIA Geforce RTX 3050,8,512,SSD,68,70,55,80,68.75,67.05,69.15,67.65,67.8,Gaming
Apple M2,10 Core GPU,8,256,SSD,85,35,55,65,55.0,62.0,65.5,61.0,61.0,Daily Use
12th Gen Core i5,Intel Integrated Iris Xe Graphics,8,512,SSD,71,42,55,80,56.9,61.1,67.25,61.55,60.45,Daily Use
11th Gen Core i5,4 GB NVIDIA GeForce RTX 3050 Graphics,16,512,SSD,68,70,80,80,72.5,73.3,75.4,73.9,72.8,Gaming
11th Gen Core i5,4 GB NVIDIA GeForce RTX 3050,8,512,SSD,68,70,55,80,68.75,67.05,69.15,67.65,67.8,Gaming
Ryzen 7 4800H,4 GB NVIDIA GeForce RTX3050,8,1000,SSD,72,70,55,95,72.0,70.7,75.6,71.85,71.45,Gaming
11th Gen Core i3,Intel Integrated Graphics,8,512,SSD,51,25,55,80,44.25,49.85,59.55,51.3,48.35,Daily Use
12th Gen Core i7,4 GB ‎NVIDIA GeForce RTX 3050 Ti,16,1000,SSD,81,73,80,95,79.35,80.85,84.85,81.55,80.5,All-Rounder
11th Gen Core i7,6 GB NVIDIA GeForce RTX RTX 3060,16,512,SSD,78,78,80,80,78.6,78.8,79.2,78.9,78.7,All-Rounder
AMD Ryzen 5 5625U,AMD Radeon,8,512,SSD,66,30,55,80,50.25,56.35,64.55,57.05,55.1,Daily Use
11th Gen Core i9,6 GB NVIDIA GeForce RTX 3060,16,1000,SSD,92,78,80,95,84.35,85.95,88.65,86.1,85.85,All-Rounder
AMD Ryzen 7 5825U,AMD Radeon,16,512,SSD,72,30,80,80,55.5,64.7,72.6,65.1,62.2,Daily Use
AMD Ryzen 7 6800H,6 GB NVIDIA GeForce RTX 3060,16,1000,SSD,82,78,80,95,81.85,82.45,85.65,83.1,82.35,All-Rounder
12th Gen Core i5,Intel Iris Xe Graphics,8,256,SSD,71,42,55,65,54.65,58.85,62.0,58.55,58.2,Daily Use
12th Gen Core i5,Intel Iris Xᵉ Graphics,16,512,SSD,71,42,80,80,60.65,67.35,73.5,67.8,65.45,Editing
Ryzen 5 5600U,AMD Raedon Graphics,8,512,SSD,64,35,55,80,52.0,56.9,64.45,57.7,55.9,Daily Use
10th Gen Core i5,4 GB NVIDIA GeForce GTX 1650,8,512,SSD,65,58,55,80,62.6,63.0,67.05,63.75,63.15,Gaming
11th Gen Core i5,4 GB NVIDIA GeForce RTX 3050,8,512,SSD,68,70,55,80,68.75,67.05,69.15,67.65,67.8,Gaming
12th Gen Core i5,Intel Integrated Intel Iris Xe Graphics,8,512,SSD,71,42,55,80,56.9,61.1,67.25,61.55,60.45,Daily Use
Ryzen 3 3250U,AMD Radeon AMD Radeon,8,512,SSD,32,30,55,80,41.75,44.45,54.35,46.85,43.2,Daily Use
11th Gen Core i5,Intel Integrated UHD Graphics,8,512,SSD,68,25,55,80,48.5,55.8,64.65,56.4,54.3,Daily Use
12th Gen Core i5,Intel Integrated Iris Xe,16,512,SSD,71,42,80,80,60.65,67.35,73.5,67.8,65.45,Editing
Ryzen 7 6800H,6 GB NVIDIA GeForce RTX 3060,16,1000,SSD,82,78,80,95,81.85,82.45,85.65,83.1,82.35,All-Rounder
11th Gen Core i5,Intel Integrated Iris Xe,8,512,SSD,68,42,55,80,56.15,60.05,66.35,60.65,59.4,Daily Use
12th Gen Core i7,6 GB NVIDIA GeForce RTX 3060,16,512,SSD,81,78,80,80,79.35,79.85,80.1,79.8,79.75,All-Rounder
10th Gen Core i5,4 GB NVIDIA GeForce GTX 1650,8,512,SSD,65,58,55,80,62.6,63.0,67.05,63.75,63.15,Gaming
Ryzen 5 5500U,AMD Radeon,8,512,SSD,62,30,55,80,49.25,54.95,63.35,55.85,53.7,Daily Use
11th Gen Core i5,4 GB NVIDIA GeForce RTX 3050,16,512,SSD,68,70,80,80,72.5,73.3,75.4,73.9,72.8,Gaming
Ryzen 3-3250U,AMD Radeon,8,512,SSD,32,30,55,80,41.75,44.45,54.35,46.85,43.2,Daily Use
11th Gen Core i5,2 GB NVIDIA GeForce MX450,8,512,SSD,68,44,55,80,57.05,60.55,66.55,61.15,60.0,Daily Use
11th Gen Core i7,Intel Integrated,16,512,SSD,78,25,80,80,54.75,65.55,73.9,65.65,62.8,Daily Use
11th Gen Core i5,4 GB NVIDIA GeForce RTX 3050,8,512,SSD,68,70,55,80,68.75,67.05,69.15,67.65,67.8,Gaming
12th Gen Core i7,Intel Iris XE Graphics,16,512,SSD,81,42,80,80,63.15,70.85,76.5,70.8,68.95,Editing
10th Gen Core i3,Intel Integrated,8,512,SSD,48,25,55,80,43.5,48.8,58.65,50.4,47.3,Daily Use
Celeron N4500,Intel UHD,4,256,SSD,25,25,30,65,31.75,32.25,40.25,34.25,32.0,Daily Use
Celeron N4020,Intel Integrated UHD 600,8,256,SSD,22,25,55,65,34.75,37.45,45.6,39.6,35.95,Daily Use
11th Gen Core i5,Intel Iris Xe Graphics,8,512,SSD,68,42,55,80,56.15,60.05,66.35,60.65,59.4,Daily Use
11th Gen Core i3,Intel Integrated UHD,8,512,SSD,51,25,55,80,44.25,49.85,59.55,51.3,48.35,Daily Use
11th Gen Core i5,2 GB NVIDIA GeForce MX450,16,512,SSD,68,44,80,80,60.8,66.8,72.8,67.4,65.0,Editing
12th Gen Core i7,Intel Iris Xe Graphics,16,512,SSD,81,42,80,80,63.15,70.85,76.5,70.8,68.95,Editing
12th Gen Core i7,Intel Iris Xe,16,1000,SSD,81,42,80,95,65.4,73.1,81.75,73.8,71.2,Editing
12th Gen Core i5,Intel Iris Xe,16,512,SSD,71,42,80,80,60.65,67.35,73.5,67.8,65.45,Editing
11th Gen Core i5,Intel Integrated,8,512,SSD,68,25,55,80,48.5,55.8,64.65,56.4,54.3,Daily Use
12th Gen Core i5,Intel Integrated Iris Xe,16,512,SSD,71,42,80,80,60.65,67.35,73.5,67.8,65.45,Editing
12th Gen Core i9,Intel Iris X Graphics,32,1000,SSD,95,42,95,95,71.15,81.75,89.7,81.75,79.1,Editing
11th Gen Core i5,Intel Iris Xe Graphics,16,512,SSD,68,42,80,80,59.9,66.3,72.6,66.9,64.4,Editing
11th Gen Core i5,Intel Integrated UHD,8,1000,HDD,68,25,55,70,47.0,54.3,61.15,54.4,52.8,Daily Use
Ryzen 7 4800H,4 GB NVIDIA GeForce RTX3050,16,512,SSD,72,70,80,80,73.5,74.7,76.6,75.1,74.2,Gaming
Intel Pentium N5030,Intel Integrated UHD 605,4,256,SSD,27,20,30,65,30.0,31.7,40.35,33.6,31.2,Daily Use
11th Gen Core i5,Intel Iris Xe Graphics,16,512,SSD,68,42,80,80,59.9,66.3,72.6,66.9,64.4,Editing
11th Gen Core i3,Missing,8,256,SSD,51,35,55,65,46.5,50.1,55.3,50.8,49.1,Daily Use
11th Gen Core i7,4 GB Nvidia Quadro T600,16,1000,SSD,78,35,80,95,61.5,70.3,80.15,71.15,68.05,Editing
10th Gen Core i5,Intel Integrated UHD,8,512,SSD,65,25,55,80,47.75,54.75,63.75,55.5,53.25,Daily Use
11th Gen Core i7,Intel Iris Xe Graphics,16,1000,SSD,78,42,80,95,64.65,72.05,80.85,72.9,70.15,Editing
10th Gen Core i3,Intel UHD Graphics,8,512,SSD,48,25,55,80,43.5,48.8,58.65,50.4,47.3,Daily Use
11th Gen Core i5,Intel Integrated Iris Xe,16,512,SSD,68,42,80,80,59.9,66.3,72.6,66.9,64.4,Editing
Ryzen 7 5800H,6 GB NVIDIA GeForce RTX 3060,16,512,SSD,78,78,80,80,78.6,78.8,79.2,78.9,78.7,All-Rounder
Ryzen 7-5800H,4 GB NVIDIA GeForce RTX RTX 3050,16,512,SSD,78,70,80,80,75.0,76.8,78.4,76.9,76.3,All-Rounder
Ryzen 5 5625U,AMD Radeon AMD,16,512,SSD,66,30,80,80,54.0,62.6,70.8,63.3,60.1,Daily Use
Ryzen 7 6800H,6 GB NVIDIA GeForce RTX 3060,16,1000,SSD,82,78,80,95,81.85,82.45,85.65,83.1,82.35,All-Rounder
10th Gen Core i5,Intel UHD Graphics,8,1000,HDD,65,25,55,70,46.25,53.25,60.25,53.5,51.75,Daily Use
Celeron N4020,Missing,4,256,SSD,22,35,30,65,35.5,33.7,40.35,35.85,33.95,Daily Use
Ryzen 7 5825U,AMD Radeon AMD,16,512,SSD,72,30,80,80,55.5,64.7,72.6,65.1,62.2,Daily Use
11th Gen Core i5,2 GB NVIDIA GeForce MX450,8,512,SSD,68,44,55,80,57.05,60.55,66.55,61.15,60.0,Daily Use
Ryzen 7 6800H,6 GB NVIDIA GeForce RTX 3060,16,1000,SSD,82,78,80,95,81.85,82.45,85.65,83.1,82.35,All-Rounder
Celeron N4500,Missing,4,128,SSD,25,35,30,50,34.0,32.5,36.0,33.75,32.75,Daily Use
11th Gen Core i7,Intel Iris Xe Graphics,16,512,SSD,78,42,80,80,62.4,69.8,75.6,69.9,67.9,Editing
Celeron N4500,Intel UHD Graphics,4,128,SSD,25,25,30,50,29.5,30.0,35.0,31.25,29.75,Daily Use
Ryzen 7 5700U,AMD Radeon AMD,16,1000,SSD,68,30,80,95,56.75,65.55,76.65,66.9,63.05,Daily Use
Celeron N4500,Intel Integrated UHD Graphics,4,128,SSD,25,25,30,50,29.5,30.0,35.0,31.25,29.75,Daily Use
12th Gen Core i9,8 GB NVIDIA GeForce RTX 3070 Ti,32,1000,SSD,95,86,95,95,90.95,92.75,94.1,92.75,92.3,All-Rounder
